,Nº Registro,Medicamento,Laboratorio,Fecha Aut.,Estado,Fecha Estado,Cód. ATC,Principios Activos,Nº P. Activos,¿Comercializado?,¿Triangulo Amarillo?,Observaciones,¿Sustituible?,¿Afecta conducción?,¿Problemas de suministro?,nombre
22120,77048,LEVOTIROXINA SODICA TEVA 50 microgramos COMPRIMIDOS EFG,Teva Pharma S.L.U.,29/05/2013,Autorizado,29/05/2013,H03AA01,LEVOTIROXINA SODICA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,Medicamentos con principios activos de estrecho margen terapéutico,NO,NO,LEVOTIROXINA
22121,70109,CLORURO DE TALIO (201 Tl) CURIUM PHARMA SPAIN 37 MBq/ml SOLUCION INYECTABLE,Curium Pharma Spain S.A.,01/10/2008,Autorizado,01/10/2008,V09GX01,TALIO 201 CLORURO,1,SI,NO,Uso Hospitalario,,NO,NO,CLORURO
22122,70122,FINASTERIDA TEVA-RATIOPHARM 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Teva Pharma S.L.U.,03/10/2008,Autorizado,03/10/2008,G04CB01,FINASTERIDA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,FINASTERIDA
22123,70133,PIROFOSFATO DE SODIO TECHNESCAN 20 mg EQUIPO DE REACTIVOS PARA PREPARACION RADIOFARMACEUTICA,Curium Pharma Spain S.A.,10/10/2008,Autorizado,10/10/2008,V09BA03,SODIO PIROFOSFATO,1,SI,NO,Uso Hospitalario,,NO,NO,PIROFOSFATO
22124,70145,IBUCALM 50 mg/g GEL MENTOLADO,Teva Pharma S.L.U.,16/10/2008,Autorizado,16/10/2008,M02AA13,IBUPROFENO,1,SI,NO,Sin Receta,,NO,NO,IBUCALM
22125,70153,"VENLAFAXINA RETARD VIR 37,5 mg CAPSULAS DE LIBERACION PROLONGADA",Industria Quimica Y Farmaceutica Vir S.A.,16/10/2008,Autorizado,16/10/2008,N06AX16,VENLAFAXINA  HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,VENLAFAXINA
22126,70154,PRAVASTATINA CINFAMED 20 mg COMPRIMIDOS EFG,Laboratorios Cinfa S.A.,17/10/2008,Autorizado,17/10/2008,C10AA03,PRAVASTATINA SODICA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,PRAVASTATINA
22127,70170,QUDIX 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Adamed Laboratorios S.L.U.,23/10/2008,Autorizado,23/10/2008,N05AH04,QUETIAPINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,QUDIX
22128,70181,QUETIAPINA SANDOZ FARMACEUTICA 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Sandoz Farmaceutica S.A.,27/10/2008,Autorizado,27/10/2008,N05AH04,QUETIAPINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,QUETIAPINA
22129,70187,PSICOTRIC 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Neuraxpharm Spain S.L.,27/10/2008,Autorizado,27/10/2008,N05AH04,QUETIAPINA HEMIFUMARATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,PSICOTRIC
22130,70207,"OXIGENO MEDICINAL LIQUIDO ESTEVE TEIJIN, 99,5 % V/V GAS PARA INHALACION",Esteve Teijin Healthcare S.L.,30/10/2008,Autorizado,30/10/2008,V03AN01,OXIGENO,1,SI,NO,Uso Hospitalario,,NO,NO,OXIGENO
22131,70211,FLUVASTATINA AUROVITAS SPAIN 80 mg COMPRIMIDOS DE LIBERACION PROLONGADA EFG,"Aurovitas Spain, S.A.U.",31/10/2008,Autorizado,31/10/2008,C10AA04,FLUVASTATINA SODICA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,FLUVASTATINA
22132,70218,IRBESARTAN NORMON 75 mg COMPRIMIDOS EFG,Laboratorios Normon S.A.,03/11/2008,Autorizado,03/11/2008,C09CA04,IRBESARTAN,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,IRBESARTAN
22133,70278,VENLAFAXINA RETARD AUROVITAS SPAIN 75 mg CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,"Aurovitas Spain, S.A.U.",19/11/2008,Anulado,15/12/2020,N06AX16,VENLAFAXINA  HIDROCLORURO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,VENLAFAXINA
22134,70283,FLUVASTATINA RATIOPHARM 80 mg COMPRIMIDOS DE LIBERACION PROLONGADA EFG,Teva Pharma S.L.U.,24/11/2008,Autorizado,24/11/2008,C10AA04,FLUVASTATINA SODICA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,FLUVASTATINA
22135,70285,IRBESARTAN KERN PHARMA 75 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Kern Pharma S.L.,24/11/2008,Autorizado,24/11/2008,C09CA04,IRBESARTAN,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,IRBESARTAN
22136,70301,SECUFEN 50 MICROGRAMOS/ML SOLUCION INYECTABLE EFG,Altan Pharmaceuticals Sa,10/12/2008,Autorizado,10/12/2008,N01AH03,SUFENTANILO CITRATO,1,SI,NO,Uso Hospitalario. Estupefacientes,,SI,NO,SECUFEN
22137,70330,PARACETAMOL VIATRIS 1 G COMPRIMIDOS EFG,Viatris Pharmaceuticals S.L.U.,16/12/2008,Autorizado,16/12/2008,N02BE01,PARACETAMOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,PARACETAMOL
22138,70333,PROVISACOR 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,Grünenthal Gmbh,15/01/2009,Autorizado,15/01/2009,C10AA07,ROSUVASTATINA  CALCICA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,PROVISACOR
22139,70341,FOLINATO CALCICO NORMON 50 mg POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE EFG,Laboratorios Normon S.A.,19/01/2009,Autorizado,19/01/2009,V03AF03,FOLINICO ACIDO,1,SI,NO,Uso Hospitalario,,NO,NO,FOLINATO
22140,68135,DISGREN 600 mg POLVO Y DISOLVENTE PARA SOLUCION ORAL,Laboratorios Ern S.A.,06/11/2006,Suspenso,03/07/2025,B01AC18,TRIFLUSAL,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,DISGREN
22141,68153,"XAZAL 0,5 mg/ml SOLUCION ORAL",Ucb Pharma S.A.,08/11/2006,Autorizado,08/11/2006,R06AE09,LEVOCETIRIZINA DIHIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,XAZAL
22142,68170,SERTRALINA TECNIGEN 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Tecnimede España Industria Farmaceutica S.A.,17/11/2006,Autorizado,17/11/2006,N06AB06,SERTRALINA HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,SERTRALINA
22143,68195,ONDANSETRON FRESENIUS KABI 2 mg/ml SOLUCION INYECTABLE EFG,"Fresenius Kabi España, S.A.U.",28/11/2006,Autorizado,29/11/2006,A04AA01,ONDANSETRON HIDROCLORURO DIHIDRATO,1,SI,NO,Uso Hospitalario,,NO,NO,ONDANSETRON
22144,68198,LOSARTAN GXMED 50 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG,Gxmed Healthcare Group S.L.,27/11/2006,Anulado,12/01/2021,C09CA01,LOSARTAN POTASICO,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,LOSARTAN
22145,68248,EBASTINA COMBIX 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Laboratorios Combix S.L.U.,13/12/2006,Autorizado,13/12/2006,R06AX22,EBASTINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,EBASTINA
22146,68274,"RAMIPRIL NORMON 2,5 mg COMPRIMIDOS EFG",Laboratorios Normon S.A.,18/12/2006,Autorizado,18/12/2006,C09AA05,RAMIPRIL,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,RAMIPRIL
22147,68301,NICOTINELL 14 MG/24 HORAS PARCHE TRANSDERMICO,Haleon Spain S.A.,22/12/2006,Autorizado,22/12/2006,N07BA01,NICOTINA,1,SI,NO,Sin Receta,,NO,NO,NICOTINELL
22148,68339,PARACETAMOL KERN PHARMA 1 g COMPRIMIDOS EFG,Kern Pharma S.L.,23/01/2007,Autorizado,23/01/2007,N02BE01,PARACETAMOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,PARACETAMOL
22149,68367,MATRIFEN 100 microgramos/HORA PARCHE TRANSDERMICO,Istituto Gentili S.R.L.,18/01/2007,Autorizado,18/01/2007,N02AB03,FENTANILO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Estupefacientes,,SI,NO,MATRIFEN
22150,68373,LORMETAZEPAM TEVA 1 mg COMPRIMIDOS EFG,Teva Pharma S.L.U.,23/01/2007,Autorizado,23/01/2007,N05CD06,LORMETAZEPAM,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Psicótropos,,SI,NO,LORMETAZEPAM
22151,68374,LORMETAZEPAM TEVA 2 mg COMPRIMIDOS EFG,Teva Pharma S.L.U.,23/01/2007,Autorizado,23/01/2007,N05CD06,LORMETAZEPAM,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Psicótropos,,SI,NO,LORMETAZEPAM
22152,85559,"DUTASTERIDA/TAMSULOSINA COMBIX 0,5 MG/0,4 MG CAPSULAS DURAS EFG",Laboratorios Combix S.L.U.,13/11/2020,Anulado,11/09/2023,G04CA52,"TAMSULOSINA HIDROCLORURO, DUTASTERIDA",2,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,DUTASTERIDA/TAMSULOSINA
22153,85575,QUETIAPINA HEC PHARM 300 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Hec Pharm Gmbh,20/11/2020,Autorizado,21/11/2020,N05AH04,QUETIAPINA FUMARATO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,QUETIAPINA
22154,85582,ARIPIPRAZOL HEC PHARM 10 MG COMPRIMIDOS BUCODISPERSABLES EFG,Hec Pharm Gmbh,20/11/2020,Autorizado,21/11/2020,N05AX12,ARIPIPRAZOL,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ARIPIPRAZOL
22155,85584,ACNISDIN 10 MG CAPSULAS BLANDAS EFG,Isdin S.A.,03/02/2021,Autorizado,03/02/2021,D10BA01,ISOTRETINOINA,1,NO,SI,Diagnóstico Hospitalario,,SI,NO,ACNISDIN
22156,85593,LENALIDOMIDA STADA 10 MG CAPSULAS DURAS EFG,Laboratorio Stada S.L.,27/11/2020,Autorizado,28/11/2020,L04AX04,LENALIDOMIDA,1,SI,NO,Uso Hospitalario,,SI,NO,LENALIDOMIDA
22157,85596,LENALIDOMIDA STADA 25 MG CAPSULAS DURAS EFG,Laboratorio Stada S.L.,27/11/2020,Autorizado,28/11/2020,L04AX04,LENALIDOMIDA,1,SI,NO,Uso Hospitalario,,SI,NO,LENALIDOMIDA
22158,85602,"LENALIDOMIDA DR. REDDYS 7,5 MG CAPSULAS DURAS EFG",Reddy Pharma Iberia S.A.,27/11/2020,Anulado,30/08/2023,L04AX04,LENALIDOMIDA,1,NO,NO,Uso Hospitalario,,SI,NO,LENALIDOMIDA
22159,85605,LENALIDOMIDA DR. REDDYS 20 MG CAPSULAS DURAS EFG,Reddy Pharma Iberia S.A.,27/11/2020,Anulado,21/10/2024,L04AX04,LENALIDOMIDA,1,NO,NO,Uso Hospitalario,,SI,NO,LENALIDOMIDA
22160,85614,SOLSINT 150 MICROGRAMOS SOLUCION ORAL EN ENVASE UNIDOS,Ibsa Farmaceutici Italia S.R.L.,16/02/2021,Suspenso,20/06/2024,H03AA01,LEVOTIROXINA SODICA,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,Medicamentos con principios activos de estrecho margen terapéutico,NO,NO,SOLSINT
22161,85619,SOLSINT 75 MICROGRAMOS SOLUCION ORAL EN ENVASE UNIDOSIS,Ibsa Farmaceutici Italia S.R.L.,16/02/2021,Autorizado,16/02/2021,H03AA01,LEVOTIROXINA SODICA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,Medicamentos con principios activos de estrecho margen terapéutico,NO,NO,SOLSINT
22162,85626,"LETROZOL AUROVITAS 2,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",Eugia Pharma (Malta) Limited,30/12/2020,Autorizado,30/12/2020,L02BG04,LETROZOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,LETROZOL
22163,85627,"EXOTAFIN 78,22 MG/ML BARNIZ DE UÑAS MEDICAMENTOSO",Sandoz Farmaceutica S.A.,09/12/2020,Anulado,22/11/2024,D01AE15,TERBINAFINA HIDROCLORURO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,EXOTAFIN
22164,85628,ACETILCISTEINA ALTER 600 MG COMPRIMIDOS EFERVESCENTES EFG,Laboratorios Alter S.A.,09/12/2020,Autorizado,10/12/2020,R05CB01,ACETILCISTEINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ACETILCISTEINA
22165,85630,"ALMAGATO STADAPHARM 1,5 G SUSPENSION ORAL",Laboratorio Stada S.L.,09/12/2020,Autorizado,10/12/2020,A02AD03,ALMAGATO,1,SI,NO,Sin Receta,,NO,NO,ALMAGATO
22166,85633,"OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA LACER 40 MG/5 MG/12,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",Lacer S.A.,09/12/2020,Autorizado,10/12/2020,C09DX03,"HIDROCLOROTIAZIDA, AMLODIPINO BESILATO, OLMESARTAN MEDOXOMILO",3,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA
22167,85655,FARSICOLD 650 MG/20 MG/4 MG GRANULADO PARA SOLUCION ORAL EFG,Farmasierra Laboratorios S.L.,17/12/2020,Autorizado,18/12/2020,R05X_,"PARACETAMOL, CLORFENAMINA MALEATO, DEXTROMETORFANO HIDROBROMURO",3,SI,NO,Sin Receta,,SI,NO,FARSICOLD
22168,85672,LENALIDOMIDA GLENMARK 10 MG CAPSULAS DURAS EFG,Glenmark Arzneimittel Gmbh,09/02/2021,Anulado,27/02/2024,L04AX04,LENALIDOMIDA,1,NO,NO,Uso Hospitalario,,SI,NO,LENALIDOMIDA
22169,85678,RIVAROXABAN POLPHARMA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Zaklady Farmaceutyczne Polpharma S.A.,08/01/2021,Autorizado,09/01/2021,B01AF01,RIVAROXABAN,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,RIVAROXABAN
22170,85679,RIVAROXABAN POLPHARMA 15 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Zaklady Farmaceutyczne Polpharma S.A.,08/01/2021,Autorizado,09/01/2021,B01AF01,RIVAROXABAN,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,RIVAROXABAN
22171,85687,APREPITANT QILU 125 MG CAPSULAS DURAS/ APREPITANT QILU 80 MG CAPSULAS DURAS EFG,Qilu Pharma Spain S.L.,14/01/2021,Autorizado,15/01/2021,A04AD12,"APREPITANT, APREPITANT",2,NO,NO,Uso Hospitalario,,NO,NO,APREPITANT
22172,85691,DEZIPAR 10 MG/10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,Zambon S.A.U.,14/01/2021,Autorizado,15/01/2021,N06DA52,"DONEPEZILO HIDROCLORURO, MEMANTINA HIDROCLORURO",2,SI,NO,Diagnóstico Hospitalario,,SI,NO,DEZIPAR
22173,85699,GABAPENTINA STRIDES 300 MG CAPSULAS DURAS EFG,Strides Pharma (Cyprus) Limited,04/06/2021,Autorizado,04/06/2021,N02BF01,GABAPENTINA,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,SI,NO,GABAPENTINA
22174,74809,"IRBESARTAN/HIDROCLOROTIAZIDA TECNIGEN 300 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",Tecnimede España Industria Farmaceutica S.A.,05/10/2011,Autorizado,05/10/2011,C09DA04,"IRBESARTAN, HIDROCLOROTIAZIDA",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,IRBESARTAN/HIDROCLOROTIAZIDA
22175,74814,ESCITALOPRAM COMBIX 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Laboratorios Combix S.L.U.,06/10/2011,Autorizado,13/04/2015,N06AB10,ESCITALOPRAM OXALATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ESCITALOPRAM
22176,74847,CANEPHRON COMPRIMIDOS RECUBIERTOS,Bionorica Se,14/10/2011,Autorizado,14/10/2011,C03XA,"ROMERO, CENTAUREA MENOR, LEVISTICO",3,SI,NO,Sin Receta,,NO,NO,CANEPHRON
22177,74865,TELMISARTAN VIR 80 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Industria Quimica Y Farmaceutica Vir S.A.,19/11/2013,Autorizado,19/11/2013,C09CA07,TELMISARTAN,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,TELMISARTAN
22178,74875,LEVETIRACETAM MABO 250 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Mabo Farma S.A.,19/10/2011,Autorizado,19/10/2011,N03AX14,LEVETIRACETAM,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,LEVETIRACETAM
22179,74880,ESCITALOPRAM ALMUS 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Almus Farmaceutica S.A.U.,19/10/2011,Autorizado,19/10/2011,N06AB10,ESCITALOPRAM OXALATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ESCITALOPRAM
22180,74897,TIRBAS 1000 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Laboratorios Alter S.A.,21/10/2011,Autorizado,21/10/2011,N03AX14,LEVETIRACETAM,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,TIRBAS
22181,74979,DOXAZOSINA NEO STADA 8 mg COMPRIMIDOS DE LIBERACION PROLONGADA EFG,Laboratorio Stada S.L.,16/01/2012,Autorizado,16/01/2012,C02CA04,DOXAZOSINA MESILATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,DOXAZOSINA
22182,74990,RALOXIFENO SANDOZ 60 mg COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG,Sandoz Farmaceutica S.A.,20/03/2012,Anulado,23/01/2023,G03XC01,RALOXIFENO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,RALOXIFENO
22183,68401,ONDANSETRON IPS 8 mg SOLUCION INYECTABLE EFG,I P S Farma S.L.,25/01/2007,Anulado,02/06/2021,A04AA01,ONDANSETRON HIDROCLORURO DIHIDRATO,1,NO,NO,Uso Hospitalario,,NO,NO,ONDANSETRON
22184,68433,AMLODIPINO VIR 5 mg COMPRIMIDOS EFG,Industria Quimica Y Farmaceutica Vir S.A.,30/01/2007,Autorizado,30/01/2007,C08CA01,AMLODIPINO BESILATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,AMLODIPINO
22185,68438,FOSRENOL 500 mg COMPRIMIDOS MASTICABLES,Takeda Pharmaceuticals International Ag Ireland Branch,12/02/2007,Autorizado,12/02/2007,V03AE03,LANTANO CARBONATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,FOSRENOL
22186,68467,FINASTERIDA TARBIS 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Tarbis Farma S.L.,13/02/2007,Autorizado,13/02/2007,G04CB01,FINASTERIDA,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,FINASTERIDA
22187,68474,"PARACETAMOL ALTAN 10 MG/ML, SOLUCION PARA PERFUSION",Altan Pharmaceuticals Sa,01/02/2007,Autorizado,09/02/2007,N02BE01,PARACETAMOL,1,SI,NO,Uso Hospitalario,,NO,NO,PARACETAMOL
22188,68491,PRAVASTATINA DAVUR 20 mg COMPRIMIDOS EFG,Teva Pharma S.L.U.,22/02/2007,Autorizado,22/02/2007,C10AA03,PRAVASTATINA SODICA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,PRAVASTATINA
22189,68496,FENDIVIA 100 microgramos/HORA PARCHES TRANSDERMICO,Istituto Gentili S.R.L.,26/02/2007,Autorizado,26/02/2007,N02AB03,FENTANILO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Estupefacientes,,SI,NO,FENDIVIA
22190,68527,VENLAFAXINA KERN PHARMA 75 mg COMPRIMIDOS EFG,Kern Pharma S.L.,27/02/2007,Autorizado,27/02/2007,N06AX16,VENLAFAXINA  HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,VENLAFAXINA
22191,68545,MEDIKINET 40 mg CAPSULAS DURAS DE LIBERACION MODIFICADA,Medice Arzneimittel Puetter Gmbh & Co. Kg,27/02/2007,Autorizado,27/02/2007,N06BA04,METILFENIDATO HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Psicótropos,,SI,NO,MEDIKINET
22192,68576,"MOMETASONA MEDE 0,1% SOLUCION CUTANEA EFG","Laboratorio Reig Jofre, S.A.",06/03/2007,Autorizado,06/03/2007,D07AC13,MOMETASONA FUROATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,MOMETASONA
22193,68594,TOPIRAMATO STADA 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Laboratorio Stada S.L.,14/03/2007,Autorizado,14/03/2007,N03AX11,TOPIRAMATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,TOPIRAMATO
22194,68605,OXYCONTIN 5 mg COMPRIMIDOS DE LIBERACION PROLONGADA,Mundipharma Pharmaceuticals S.L.,20/03/2007,Autorizado,20/03/2007,N02AA05,OXICODONA HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Estupefacientes,,SI,NO,OXYCONTIN
22195,68606,NUEREL 65 microgramos/PULSACION SOLUCION PARA PULVERIZACION NASAL,Laboratorios Salvat S.A.,23/03/2007,Anulado,22/12/2020,R01AA05,OXIMETAZOLINA HIDROCLORURO,1,NO,NO,Sin Receta,,NO,NO,NUEREL
22196,68619,LOSARTAN VEGAL 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Vegal Farmaceutica S.L.,28/03/2007,Autorizado,28/03/2007,C09CA01,LOSARTAN POTASICO,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,LOSARTAN
22197,68645,LAMOTRIGINA COMBIX 200 mg COMPRIMIDOS DISPERSABLES/MASTICABLES EFG,Laboratorios Combix S.L.U.,13/04/2007,Autorizado,13/04/2007,N03AX09,LAMOTRIGINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,SI,NO,LAMOTRIGINA
22198,68651,EBASTINA ALPROFARMA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Laboratorios Almirall S.L.,18/04/2007,Autorizado,18/04/2007,R06AX22,EBASTINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,EBASTINA
22199,68658,SUMATRIPTAN UR 50 mg COMPRIMIDOS EFG,Aristo Pharma Iberia S.L.,19/04/2007,Anulado,16/01/2025,N02CC01,SUMATRIPTAN SUCCINATO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,SUMATRIPTAN
22200,68660,EBASTINA QUALIGEN 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Neuraxpharm Spain S.L.,18/04/2007,Autorizado,18/04/2007,R06AX22,EBASTINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,EBASTINA
22201,68678,OLANZAPINA KERN PHARMA 5 mg COMPRIMIDOS EFG,Kern Pharma S.L.,23/04/2007,Autorizado,23/04/2007,N05AH03,OLANZAPINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,OLANZAPINA
22202,68683,TOPIRAMATO KERN PHARMA 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Kern Pharma S.L.,25/04/2007,Autorizado,25/04/2007,N03AX11,TOPIRAMATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,TOPIRAMATO
22203,68705,OLANZAPINA ARISTO 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Aristo Pharma Iberia S.L.,24/04/2007,Suspenso,14/04/2025,N05AH03,OLANZAPINA,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,OLANZAPINA
22204,68733,OLANZAPINA QUALIGEN 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Neuraxpharm Spain S.L.,27/04/2007,Autorizado,27/04/2007,N05AH03,OLANZAPINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,OLANZAPINA
22205,68738,"OLANZAPINA DARI PHARMA 7,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",Dari Pharma S.L.,30/04/2007,Autorizado,30/04/2007,N05AH03,OLANZAPINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,OLANZAPINA
22206,68754,OMEPRAZOL CUVE 40 mg CAPSULAS DURAS GASTRORRESISTENTES,Pharmex Advanced Laboratories S.L.,04/05/2007,Suspenso,19/08/2016,A02BC01,OMEPRAZOL,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,OMEPRAZOL
22207,68772,RISPERIDONA FLAS TEVA-RATIOPHARM 2 mg COMPRIMIDOS BUCODISPERSABLES EFG,Teva Pharma S.L.U.,08/05/2007,Autorizado,08/05/2007,N05AX08,RISPERIDONA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,RISPERIDONA
22208,68798,RISPERIDONA STADA 1 mg/ml SOLUCION ORAL EFG,Laboratorio Stada S.L.,16/05/2007,Autorizado,16/05/2007,N05AX08,RISPERIDONA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,RISPERIDONA
22209,68806,RISPERIDONA KERN PHARMA 1 mg/ml SOLUCION ORAL EFG,Kern Pharma S.L.,22/05/2007,Autorizado,22/05/2007,N05AX08,RISPERIDONA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,RISPERIDONA
22210,68812,ISOHES 6% SOLUCION PARA PERFUSION,B. Braun Melsungen Ag,24/05/2007,Anulado,27/02/2024,B05AA07,"CLORURO DE POTASIO, SODIO CLORURO, MALICO ACIDO, CALCIO CLORURO DIHIDRATO, ACETATO SODIO TRIHIDRATO, HIDROXIETILALMIDON, MAGNESIO CLORURO HEXAHIDRATO",7,NO,NO,Uso Hospitalario,,NO,NO,ISOHES
